param,value,instance,run,init_best,final_best,improvement,gens,evals
pc,0.85,tuneA_0,4,-528,398,926,689,40022
pc,0.85,tuneA_0,5,-533,408,941,689,40022
pc,0.85,tuneA_0,6,-497,236,733,689,40022
pc,0.85,tuneA_0,7,-523,398,921,689,40022
pc,0.85,tuneA_0,8,-535,162,697,689,40022
pc,0.85,tuneA_0,9,-493,69,562,689,40022
pc,0.85,tuneA_1,0,-519,-45,474,689,40022
pc,0.85,tuneA_1,1,-487,352,839,689,40022
pc,0.85,tuneA_1,2,-537,362,899,689,40022
pc,0.85,tuneA_1,3,-559,245,804,689,40022
pc,0.85,tuneA_1,4,-501,226,727,689,40022
pc,0.85,tuneA_1,5,-514,266,780,689,40022
pc,0.85,tuneA_1,6,-518,344,862,689,40022
pc,0.85,tuneA_1,7,-550,261,811,689,40022
pc,0.85,tuneA_1,8,-494,285,779,689,40022
pc,0.85,tuneA_1,9,-530,341,871,689,40022
pc,0.85,tuneA_2,0,-562,311,873,689,40022
pc,0.85,tuneA_2,1,-523,393,916,689,40022
pc,0.85,tuneA_2,2,-532,155,687,689,40022
pc,0.85,tuneA_2,3,-525,335,860,689,40022
pc,0.85,tuneA_2,4,-527,32,559,689,40022
pc,0.85,tuneA_2,5,-558,-57,501,689,40022
pc,0.85,tuneA_2,6,-549,409,958,689,40022
pc,0.85,tuneA_2,7,-484,139,623,689,40022
pc,0.85,tuneA_2,8,-539,407,946,689,40022
pc,0.85,tuneA_2,9,-547,116,663,689,40022
pc,0.85,tuneB_0,0,-637,128,765,689,40022
pc,0.85,tuneB_0,1,-619,136,755,689,40022
pc,0.85,tuneB_0,2,-604,167,771,689,40022
pc,0.85,tuneB_0,3,-579,144,723,689,40022
pc,0.85,tuneB_0,4,-584,147,731,689,40022
pc,0.85,tuneB_0,5,-619,164,783,689,40022
pc,0.85,tuneB_0,6,-591,160,751,689,40022
pc,0.85,tuneB_0,7,-589,139,728,689,40022
pc,0.85,tuneB_0,8,-598,177,775,689,40022
pc,0.85,tuneB_0,9,-626,149,775,689,40022
pc,0.85,tuneB_1,0,-577,30,607,689,40022
pc,0.85,tuneB_1,1,-514,177,691,689,40022
pc,0.85,tuneB_1,2,-591,171,762,689,40022
pc,0.85,tuneB_1,3,-573,65,638,689,40022
pc,0.85,tuneB_1,4,-581,191,772,689,40022
pc,0.85,tuneB_1,5,-570,-41,529,689,40022
pc,0.85,tuneB_1,6,-566,141,707,689,40022
pc,0.85,tuneB_1,7,-592,145,737,689,40022
pc,0.85,tuneB_1,8,-590,175,765,689,40022
pc,0.85,tuneB_1,9,-593,172,765,689,40022
pc,0.85,tuneB_2,0,-680,-96,584,689,40022
pc,0.85,tuneB_2,1,-672,-46,626,689,40022
pc,0.85,tuneB_2,2,-679,-45,634,689,40022
pc,0.85,tuneB_2,3,-685,27,712,689,40022
pc,0.85,tuneB_2,4,-672,59,731,689,40022
pc,0.85,tuneB_2,5,-678,17,695,689,40022
pc,0.85,tuneB_2,6,-645,1,646,689,40022
pc,0.85,tuneB_2,7,-643,-37,606,689,40022
pc,0.85,tuneB_2,8,-668,-21,647,689,40022
pc,0.85,tuneB_2,9,-670,44,714,689,40022
pc,0.85,tuneC_0,0,-701,-182,519,689,40022
pc,0.85,tuneC_0,1,-673,-245,428,689,40022
pc,0.85,tuneC_0,2,-682,-189,493,689,40022
pc,0.85,tuneC_0,3,-646,-193,453,689,40022
pc,0.85,tuneC_0,4,-679,-169,510,689,40022
pc,0.85,tuneC_0,5,-690,-171,519,689,40022
pc,0.85,tuneC_0,6,-663,-189,474,689,40022
pc,0.85,tuneC_0,7,-683,-176,507,689,40022
pc,0.85,tuneC_0,8,-678,-185,493,689,40022
pc,0.85,tuneC_0,9,-684,-173,511,689,40022
pc,0.85,tuneC_1,0,-699,-172,527,689,40022
pc,0.85,tuneC_1,1,-682,-169,513,689,40022
pc,0.85,tuneC_1,2,-702,-160,542,689,40022
pc,0.85,tuneC_1,3,-688,-154,534,689,40022
pc,0.85,tuneC_1,4,-706,-133,573,689,40022
pc,0.85,tuneC_1,5,-704,-139,565,689,40022
pc,0.85,tuneC_1,6,-708,-163,545,689,40022
pc,0.85,tuneC_1,7,-660,-164,496,689,40022
pc,0.85,tuneC_1,8,-684,-167,517,689,40022
pc,0.85,tuneC_1,9,-685,-155,530,689,40022
pc,1.0,tuneA_0,0,-501,418,919,689,40022
pc,1.0,tuneA_0,1,-511,398,909,689,40022
pc,1.0,tuneA_0,2,-516,367,883,689,40022
pc,1.0,tuneA_0,3,-498,418,916,689,40022
pc,1.0,tuneA_0,4,-528,398,926,689,40022
pc,1.0,tuneA_0,5,-533,398,931,689,40022
pc,1.0,tuneA_0,6,-497,398,895,689,40022
pc,1.0,tuneA_0,7,-523,376,899,689,40022
pc,1.0,tuneA_0,8,-535,398,933,689,40022
pc,1.0,tuneA_0,9,-493,151,644,689,40022
pc,1.0,tuneA_1,0,-519,362,881,689,40022
pc,1.0,tuneA_1,1,-487,271,758,689,40022
pc,1.0,tuneA_1,2,-537,223,760,689,40022
pc,1.0,tuneA_1,3,-559,286,845,689,40022
pc,1.0,tuneA_1,4,-501,193,694,689,40022
pc,1.0,tuneA_1,5,-514,263,777,689,40022
pc,1.0,tuneA_1,6,-518,352,870,689,40022
pc,1.0,tuneA_1,7,-550,240,790,689,40022
pc,1.0,tuneA_1,8,-494,337,831,689,40022
pc,1.0,tuneA_1,9,-530,316,846,689,40022
pc,1.0,tuneA_2,0,-562,415,977,689,40022
pc,1.0,tuneA_2,1,-523,390,913,689,40022
pc,1.0,tuneA_2,2,-532,15,547,689,40022
pc,1.0,tuneA_2,3,-525,213,738,689,40022
pc,1.0,tuneA_2,4,-527,356,883,689,40022
pc,1.0,tuneA_2,5,-558,349,907,689,40022
pc,1.0,tuneA_2,6,-549,244,793,689,40022
pc,1.0,tuneA_2,7,-484,83,567,689,40022
pc,1.0,tuneA_2,8,-539,200,739,689,40022
pc,1.0,tuneA_2,9,-547,415,962,689,40022
pc,1.0,tuneB_0,0,-637,133,770,689,40022
pc,1.0,tuneB_0,1,-619,163,782,689,40022
pc,1.0,tuneB_0,2,-604,205,809,689,40022
pc,1.0,tuneB_0,3,-579,205,784,689,40022
pc,1.0,tuneB_0,4,-584,190,774,689,40022
pc,1.0,tuneB_0,5,-619,136,755,689,40022
pc,1.0,tuneB_0,6,-591,196,787,689,40022
pc,1.0,tuneB_0,7,-589,115,704,689,40022
pc,1.0,tuneB_0,8,-598,153,751,689,40022
pc,1.0,tuneB_0,9,-626,186,812,689,40022
pc,1.0,tuneB_1,0,-577,173,750,689,40022
pc,1.0,tuneB_1,1,-514,196,710,689,40022
pc,1.0,tuneB_1,2,-591,93,684,689,40022
pc,1.0,tuneB_1,3,-573,158,731,689,40022
pc,1.0,tuneB_1,4,-581,187,768,689,40022
pc,1.0,tuneB_1,5,-570,42,612,689,40022
pc,1.0,tuneB_1,6,-566,192,758,689,40022
pc,1.0,tuneB_1,7,-592,203,795,689,40022
pc,1.0,tuneB_1,8,-590,125,715,689,40022
pc,1.0,tuneB_1,9,-593,142,735,689,40022
pc,1.0,tuneB_2,0,-680,40,720,689,40022
pc,1.0,tuneB_2,1,-672,-8,664,689,40022
pc,1.0,tuneB_2,2,-679,2,681,689,40022
pc,1.0,tuneB_2,3,-685,-11,674,689,40022
pc,1.0,tuneB_2,4,-672,20,692,689,40022
pc,1.0,tuneB_2,5,-678,-85,593,689,40022
pc,1.0,tuneB_2,6,-645,45,690,689,40022
pc,1.0,tuneB_2,7,-643,-10,633,689,40022
