param,value,instance,run,init_best,final_best,improvement,gens,evals
pop,100,tuneB_1,6,-566,156,722,408,40084
pop,100,tuneB_1,7,-582,201,783,408,40084
pop,100,tuneB_1,8,-590,12,602,408,40084
pop,100,tuneB_1,9,-580,201,781,408,40084
pop,100,tuneB_2,0,-680,33,713,408,40084
pop,100,tuneB_2,1,-651,-50,601,408,40084
pop,100,tuneB_2,2,-679,-6,673,408,40084
pop,100,tuneB_2,3,-685,2,687,408,40084
pop,100,tuneB_2,4,-672,-33,639,408,40084
pop,100,tuneB_2,5,-678,29,707,408,40084
pop,100,tuneB_2,6,-642,-20,622,408,40084
pop,100,tuneB_2,7,-643,-32,611,408,40084
pop,100,tuneB_2,8,-668,42,710,408,40084
pop,100,tuneB_2,9,-670,-18,652,408,40084
pop,100,tuneC_0,0,-696,-177,519,408,40084
pop,100,tuneC_0,1,-673,-166,507,408,40084
pop,100,tuneC_0,2,-682,-187,495,408,40084
pop,100,tuneC_0,3,-646,-190,456,408,40084
pop,100,tuneC_0,4,-679,-178,501,408,40084
pop,100,tuneC_0,5,-690,-171,519,408,40084
pop,100,tuneC_0,6,-663,-176,487,408,40084
pop,100,tuneC_0,7,-651,-202,449,408,40084
pop,100,tuneC_0,8,-678,-156,522,408,40084
pop,100,tuneC_0,9,-679,-178,501,408,40084
pop,100,tuneC_1,0,-699,-173,526,408,40084
pop,100,tuneC_1,1,-682,-166,516,408,40084
pop,100,tuneC_1,2,-702,-148,554,408,40084
pop,100,tuneC_1,3,-688,-169,519,408,40084
pop,100,tuneC_1,4,-675,-178,497,408,40084
pop,100,tuneC_1,5,-704,-153,551,408,40084
pop,100,tuneC_1,6,-680,-165,515,408,40084
pop,100,tuneC_1,7,-660,-172,488,408,40084
pop,100,tuneC_1,8,-684,-133,551,408,40084
pop,100,tuneC_1,9,-685,-162,523,408,40084
pop,150,tuneA_0,0,-488,398,886,270,40110
pop,150,tuneA_0,1,-511,398,909,270,40110
pop,150,tuneA_0,2,-512,418,930,270,40110
pop,150,tuneA_0,3,-498,418,916,270,40110
pop,150,tuneA_0,4,-504,390,894,270,40110
pop,150,tuneA_0,5,-522,391,913,270,40110
pop,150,tuneA_0,6,-497,141,638,270,40110
pop,150,tuneA_0,7,-507,408,915,270,40110
pop,150,tuneA_0,8,-516,418,934,270,40110
pop,150,tuneA_0,9,-493,398,891,270,40110
pop,150,tuneA_1,0,-519,341,860,270,40110
pop,150,tuneA_1,1,-487,354,841,270,40110
pop,150,tuneA_1,2,-528,324,852,270,40110
pop,150,tuneA_1,3,-515,354,869,270,40110
pop,150,tuneA_1,4,-501,286,787,270,40110
pop,150,tuneA_1,5,-514,308,822,270,40110
pop,150,tuneA_1,6,-518,348,866,270,40110
pop,150,tuneA_1,7,-511,341,852,270,40110
pop,150,tuneA_1,8,-494,362,856,270,40110
pop,150,tuneA_1,9,-530,358,888,270,40110
pop,150,tuneA_2,0,-538,318,856,270,40110
pop,150,tuneA_2,1,-523,397,920,270,40110
pop,150,tuneA_2,2,-532,424,956,270,40110
pop,150,tuneA_2,3,-525,340,865,270,40110
pop,150,tuneA_2,4,-527,407,934,270,40110
pop,150,tuneA_2,5,-545,424,969,270,40110
pop,150,tuneA_2,6,-549,334,883,270,40110
pop,150,tuneA_2,7,-484,287,771,270,40110
pop,150,tuneA_2,8,-539,407,946,270,40110
pop,150,tuneA_2,9,-527,397,924,270,40110
pop,150,tuneB_0,0,-601,151,752,270,40110
pop,150,tuneB_0,1,-609,130,739,270,40110
pop,150,tuneB_0,2,-604,120,724,270,40110
pop,150,tuneB_0,3,-579,177,756,270,40110
pop,150,tuneB_0,4,-584,144,728,270,40110
pop,150,tuneB_0,5,-574,167,741,270,40110
pop,150,tuneB_0,6,-591,190,781,270,40110
pop,150,tuneB_0,7,-589,167,756,270,40110
pop,150,tuneB_0,8,-598,193,791,270,40110
pop,150,tuneB_0,9,-597,177,774,270,40110
pop,150,tuneB_1,0,-569,173,742,270,40110
pop,150,tuneB_1,1,-514,81,595,270,40110
pop,150,tuneB_1,2,-566,113,679,270,40110
pop,150,tuneB_1,3,-573,138,711,270,40110
pop,150,tuneB_1,4,-581,195,776,270,40110
pop,150,tuneB_1,5,-570,153,723,270,40110
pop,150,tuneB_1,6,-566,162,728,270,40110
pop,150,tuneB_1,7,-582,41,623,270,40110
pop,150,tuneB_1,8,-583,229,812,270,40110
pop,150,tuneB_1,9,-564,205,769,270,40110
pop,150,tuneB_2,0,-659,-35,624,270,40110
pop,150,tuneB_2,1,-651,9,660,270,40110
pop,150,tuneB_2,2,-664,45,709,270,40110
pop,150,tuneB_2,3,-669,-10,659,270,40110
pop,150,tuneB_2,4,-672,-1,671,270,40110
pop,150,tuneB_2,5,-678,14,692,270,40110
pop,150,tuneB_2,6,-642,-18,624,270,40110
pop,150,tuneB_2,7,-643,-17,626,270,40110
pop,150,tuneB_2,8,-665,22,687,270,40110
pop,150,tuneB_2,9,-670,35,705,270,40110
pop,150,tuneC_0,0,-675,-163,512,270,40110
pop,150,tuneC_0,1,-673,-178,495,270,40110
pop,150,tuneC_0,2,-670,-172,498,270,40110
pop,150,tuneC_0,3,-646,-183,463,270,40110
pop,150,tuneC_0,4,-679,-176,503,270,40110
pop,150,tuneC_0,5,-690,-164,526,270,40110
pop,150,tuneC_0,6,-663,-181,482,270,40110
pop,150,tuneC_0,7,-651,-162,489,270,40110
pop,150,tuneC_0,8,-678,-174,504,270,40110
pop,150,tuneC_0,9,-679,-177,502,270,40110
pop,150,tuneC_1,0,-674,-173,501,270,40110
pop,150,tuneC_1,1,-675,-157,518,270,40110
pop,150,tuneC_1,2,-702,-170,532,270,40110
pop,150,tuneC_1,3,-638,-153,485,270,40110
pop,150,tuneC_1,4,-675,-165,510,270,40110
pop,150,tuneC_1,5,-704,-154,550,270,40110
pop,150,tuneC_1,6,-680,-176,504,270,40110
pop,150,tuneC_1,7,-660,-161,499,270,40110
pop,150,tuneC_1,8,-684,-157,527,270,40110
pop,150,tuneC_1,9,-685,-178,507,270,40110
